,burned_area
148538,35043028.0
108358,0.0
147933,0.0
109841,3863856.0
107382,0.0
26953,0.0
89733,0.0
166189,0.0
44137,321988.0
141109,0.0
72625,0.0
91051,52054724.0
84858,0.0
15202,0.0
2110,0.0
49564,3917520.0
133096,590311.0
5509,0.0
19260,0.0
134935,0.0
110281,858634.0
64437,0.0
122170,3380873.0
151179,2307580.0
66547,0.0
34439,0.0
14804,0.0
88734,0.0
162872,0.0
102235,45883290.0
22672,0.0
51629,0.0
8812,0.0
78749,0.0
145221,0.0
118786,0.0
11085,0.0
157118,73037613.0
43735,0.0
112116,25222393.0
17403,0.0
12853,0.0
23750,0.0
150268,0.0
89545,0.0
126102,65524559.0
132677,0.0
85003,1234287.0
13659,0.0
119486,0.0
135768,0.0
37859,0.0
170222,0.0
160438,0.0
143567,120906498.0
114287,20929220.0
145756,18192322.0
166498,0.0
132709,0.0
2567,1126957.0
101623,0.0
93204,160994.0
50283,0.0
145304,0.0
28759,0.0
89462,0.0
105795,4883484.0
137467,0.0
134920,0.0
29781,0.0
40199,0.0
144911,0.0
124294,2414910.0
119131,15348094.0
151523,0.0
167625,19372944.0
108074,0.0
21085,0.0
104142,321988.0
55128,0.0
143232,2361245.0
158415,1931927.0
56016,0.0
24413,0.0
108577,0.0
41884,0.0
140341,4883484.0
44893,0.0
152841,25544381.0
2643,0.0
1279,0.0
43445,0.0
134087,0.0
55757,0.0
36493,0.0
51526,0.0
113677,69764072.0
3158,0.0
147244,0.0
70743,0.0
19563,16367723.0
171812,0.0
43068,0.0
130820,0.0
170391,0.0
83622,0.0
149799,1878263.0
153839,6386094.0
56877,0.0
62159,17441016.0
144948,0.0
96274,0.0
172817,482982.0
107395,4346838.0
110307,0.0
167351,0.0
55622,0.0
49888,0.0
144879,8908334.0
84501,1234287.0
117968,0.0
34217,0.0
131162,0.0
51889,0.0
63285,0.0
180666,8801005.0
99478,0.0
5794,3005221.0
66360,0.0
105504,0.0
167980,0.0
100664,1448946.0
29183,0.0
152878,6064107.0
16578,0.0
4829,0.0
144271,0.0
90152,13308837.0
170256,0.0
43052,536646.0
1853,0.0
79009,0.0
87026,0.0
161921,160994.0
133032,1663604.0
144414,0.0
180046,0.0
172406,0.0
140630,27154322.0
68403,5312802.0
23327,0.0
67014,0.0
63678,0.0
92475,0.0
135320,0.0
68480,0.0
52571,0.0
100582,4668826.0
46187,0.0
21793,0.0
180539,5634790.0
32680,0.0
2934,4937148.0
9965,0.0
60727,0.0
175754,1931928.0
51070,0.0
130005,0.0
77822,0.0
80204,4185844.0
99574,0.0
10456,0.0
47653,0.0
68795,0.0
78795,0.0
145526,38316571.0
22638,0.0
176693,0.0
90624,0.0
122085,0.0
99020,0.0
93604,0.0
85537,0.0
75587,0.0
27660,0.0
103094,0.0
105173,0.0
87281,14167471.0
36486,0.0
161472,10035292.0
136846,96059758.0
20937,0.0
102983,0.0
146817,0.0
122395,1448946.0
129300,5527460.0
23756,0.0
109317,0.0
139790,6010442.0
181896,0.0
88105,0.0
150562,0.0
100935,15026107.0
31015,0.0
128355,45239316.0
885,0.0
25585,0.0
141607,0.0
152956,68154126.0
184021,2897892.0
59409,0.0
164120,6010441.0
76388,0.0
47659,0.0
52661,0.0
114142,0.0
181709,0.0
83467,0.0
9590,0.0
104138,0.0
179721,0.0
126556,0.0
161084,0.0
75034,0.0
52886,0.0
101155,0.0
85718,858634.0
130849,0.0
167492,0.0
96348,2790562.0
150591,0.0
146156,12557531.0
51007,0.0
176620,2146586.0
172863,3380874.0
96545,0.0
19862,0.0
182580,0.0
116394,0.0
177748,0.0
171556,29730226.0
158736,0.0
146886,7674047.0
102673,0.0
137731,0.0
88894,0.0
22803,0.0
112486,0.0
99628,1717269.0
87856,0.0
116630,0.0
45759,0.0
92775,0.0
168545,0.0
32728,0.0
145513,1395281.0
43094,4615161.0
17689,0.0
70146,0.0
31095,0.0
81990,1341616.0
154369,30427865.0
171562,268323.0
73466,0.0
76713,0.0
119996,0.0
70273,0.0
173811,2414909.0
103383,12879519.0
42698,0.0
137289,15133436.0
130875,0.0
118330,16958036.0
50888,0.0
4293,0.0
54959,0.0
124730,18675304.0
21848,0.0
48262,0.0
122780,0.0
1037,0.0
80363,0.0
125228,1180622.0
126755,7674046.0
35882,0.0
168587,0.0
127104,11001256.0
181668,0.0
14934,0.0
105291,0.0
120112,0.0
7119,0.0
108160,0.0
34672,0.0
97187,0.0
16475,0.0
90735,0.0
134166,0.0
77739,0.0
153793,10464610.0
105615,0.0
37511,0.0
49983,0.0
143506,0.0
22267,0.0
157156,25383387.0
27471,0.0
40250,0.0
76902,0.0
31476,0.0
181981,10410945.0
64941,0.0
178976,0.0
142607,0.0
175886,0.0
150224,0.0
15517,0.0
120117,0.0
18103,9498646.0
125393,23773447.0
152741,0.0
138418,0.0
9080,0.0
145209,107329.0
18097,0.0
80113,0.0
27748,0.0
1508,0.0
71481,804969.0
178663,0.0
45686,3112550.0
82977,0.0
35555,0.0
130813,0.0
43270,0.0
20398,0.0
180519,0.0
180402,190402239.0
1143,0.0
158391,21680524.0
134298,0.0
154677,0.0
109059,3595532.0
103494,0.0
31895,0.0
139252,0.0
96513,0.0
76179,0.0
174108,9337651.0
145551,0.0
64560,0.0
44576,0.0
26681,0.0
119207,2361245.0
174926,0.0
94232,0.0
122271,0.0
96505,0.0
69376,3380874.0
45042,0.0
150875,5849448.0
33784,0.0
100101,2146586.0
66456,0.0
61959,0.0
174064,1395281.0
145548,19480274.0
153176,10947592.0
174744,0.0
132875,4293173.0
80157,0.0
27285,1609940.0
57270,0.0
151575,0.0
155643,0.0
170038,0.0
111622,0.0
9083,0.0
11146,0.0
14488,0.0
52646,0.0
1448,643976.0
38813,0.0
141543,0.0
71464,0.0
75350,0.0
12970,0.0
103350,0.0
77596,1985592.0
165644,1180622.0
136175,7083735.0
145927,28871590.0
10880,2951556.0
164897,6010442.0
131780,0.0
109709,13255172.0
72712,0.0
8834,0.0
144091,0.0
5658,0.0
97270,3863856.0
102717,18514310.0
133385,0.0
111664,0.0
168323,11484238.0
80081,0.0
132072,4990813.0
169364,136361924.0
83002,1180622.0
81191,3649197.0
50890,0.0
84333,3863856.0
65286,0.0
10180,0.0
95002,0.0
109088,10249950.0
92489,0.0
124969,697640.0
68971,0.0
171289,0.0
31118,0.0
13815,0.0
91843,44595339.0
52866,0.0
147673,16797040.0
179161,0.0
68801,0.0
51170,0.0
79015,0.0
121473,31018178.0
36945,0.0
69651,0.0
75944,0.0
112083,22324501.0
125771,0.0
141403,106095051.0
81961,1234287.0
30031,0.0
124075,0.0
142586,0.0
94915,0.0
78176,0.0
5762,0.0
72288,0.0
118036,0.0
26911,0.0
96153,0.0
90857,0.0
145207,1019628.0
183589,0.0
181788,0.0
43488,0.0
20780,0.0
84531,0.0
140727,0.0
107144,214658.0
92426,0.0
168963,0.0
16395,0.0
70477,0.0
103573,1931927.0
29939,0.0
102844,38048249.0
131602,0.0
167010,94127827.0
43362,0.0
65085,2361245.0
85381,0.0
115967,0.0
39465,0.0
30436,0.0
117500,29408238.0
10151,0.0
160030,0.0
176119,153212624.0
92451,0.0
58567,0.0
138219,43200056.0
170022,6493424.0
3988,0.0
51824,0.0
30147,0.0
53894,0.0
110539,44702668.0
174412,0.0
113311,0.0
40946,0.0
26488,2146586.0
92147,0.0
176844,0.0
139109,0.0
88851,0.0
153408,7566718.0
161457,0.0
56182,0.0
136815,17870334.0
112040,33111100.0
102695,0.0
31547,0.0
75588,0.0
19385,0.0
4700,912299.0
134222,0.0
4392,0.0
131224,15455423.0
173653,0.0
109439,0.0
78562,1770934.0
19083,0.0
176824,0.0
48127,10142621.0
94985,0.0
35332,0.0
173759,98045348.0
67803,0.0
130869,0.0
45163,13899149.0
7909,0.0
172664,0.0
166871,0.0
85439,0.0
113630,19963255.0
134336,0.0
18197,0.0
159356,58548152.0
147210,0.0
62627,0.0
125095,0.0
164708,0.0
147965,22753819.0
112795,50444790.0
142623,1717269.0
111544,0.0
32998,0.0
74488,0.0
55726,0.0
144695,4883484.0
29240,0.0
107756,4722490.0
180955,0.0
96591,0.0
32988,0.0
74735,0.0
104629,0.0
180181,1717269.0
84221,0.0
75982,0.0
80149,1717268.0
21774,0.0
109799,23880777.0
134610,29891219.0
52206,0.0
76655,0.0
68612,0.0
131712,0.0
31677,0.0
148298,0.0
3168,0.0
39478,0.0
75752,0.0
22956,0.0
7215,0.0
129734,0.0
181947,0.0
77869,0.0
81881,536646.0
155593,0.0
117335,0.0
21488,4668826.0
99745,2092922.0
167422,0.0
158845,0.0
85079,0.0
137384,0.0
142508,0.0
120917,0.0
164187,43361050.0
53179,0.0
153991,13416167.0
48835,14060143.0
91340,0.0
29952,0.0
45044,0.0
127371,0.0
30660,0.0
98900,14543124.0
118386,0.0
43630,0.0
264,0.0
108840,0.0
75284,3112550.0
147495,1717269.0
140652,590311.0
70374,0.0
166386,0.0
85991,0.0
167532,751305.0
155030,0.0
65052,26617675.0
11783,0.0
68780,0.0
121573,2307580.0
12865,0.0
20992,1180622.0
76928,0.0
5541,0.0
95879,1395280.0
52574,0.0
74384,0.0
81755,0.0
104202,2253916.0
82963,13684489.0
63032,0.0
125069,0.0
177617,7459388.0
23278,0.0
55976,0.0
22475,0.0
122716,0.0
52376,0.0
117923,4990814.0
135739,0.0
167379,0.0
13742,0.0
40842,0.0
21372,0.0
96152,0.0
118496,0.0
40405,2361245.0
154305,14596789.0
156991,13201507.0
71489,0.0
36361,0.0
114331,19641269.0
70319,0.0
74401,0.0
79301,50015470.0
85172,0.0
92717,7405723.0
70161,0.0
40031,0.0
139346,58923804.0
181967,10303616.0
28743,0.0
18522,0.0
64890,0.0
85579,0.0
171276,0.0
177263,0.0
91098,0.0
49133,0.0
1005,0.0
32203,0.0
42357,0.0
22822,0.0
51051,0.0
91299,0.0
10449,804970.0
161688,0.0
141667,0.0
4732,3863855.0
107500,0.0
170443,0.0
109901,20446237.0
93365,0.0
177253,0.0
128146,0.0
34608,0.0
73653,0.0
41233,0.0
79260,0.0
17257,0.0
99702,11967221.0
55971,0.0
168467,0.0
48978,0.0
98089,37618932.0
180909,2361245.0
77390,7781376.0
110163,0.0
55562,0.0
92886,3327209.0
127125,107329.0
86574,0.0
135974,11859891.0
40625,0.0
163235,0.0
177616,10249950.0
123356,0.0
94646,0.0
164666,0.0
149136,19748596.0
117313,0.0
57217,0.0
16332,0.0
67242,0.0
33088,0.0
158286,160994.0
29950,0.0
19562,0.0
132188,0.0
180729,10679268.0
174305,0.0
162243,0.0
106145,0.0
128920,0.0
100619,0.0
37648,0.0
86081,0.0
122504,214658.0
63498,0.0
145530,17548345.0
126798,0.0
20685,0.0
144256,1287952.0
116616,0.0
145954,9498646.0
143550,7996034.0
119250,0.0
31441,0.0
154187,0.0
36755,0.0
135616,0.0
59718,12772190.0
111989,321988.0
181382,0.0
33060,0.0
78645,0.0
11173,0.0
81479,0.0
122627,0.0
72963,0.0
72214,214658.0
26003,0.0
632,32413460.0
171219,9605975.0
111648,0.0
28998,0.0
68016,590311.0
114497,7083736.0
35458,0.0
156266,268323.0
171226,7459388.0
170397,38531230.0
94028,0.0
123681,6547089.0
141074,51732738.0
18657,0.0
116846,7030071.0
46078,0.0
146990,2575904.0
167336,0.0
79681,0.0
96072,0.0
114736,0.0
102113,0.0
119802,74164572.0
168370,1985592.0
76871,0.0
155597,0.0
84844,0.0
8175,0.0
166237,22592824.0
93804,0.0
4374,482982.0
113481,0.0
158307,0.0
183414,0.0
25660,0.0
163928,60963064.0
25620,0.0
141716,1663604.0
101987,0.0
130049,44112358.0
27889,0.0
10252,0.0
124732,0.0
111564,53664.0
112263,0.0
65451,0.0
156420,0.0
173713,0.0
132894,4346837.0
118403,1824598.0
172391,0.0
159477,11215914.0
106867,0.0
81511,0.0
7518,0.0
49189,0.0
68563,0.0
107579,4561496.0
34809,0.0
31569,0.0
128707,4829819.0
162058,0.0
114203,11806226.0
55437,0.0
105415,0.0
44277,0.0
159639,1287951.0
42612,0.0
15259,0.0
143504,0.0
172789,0.0
25946,0.0
150510,0.0
32685,0.0
43900,0.0
88226,0.0
126927,25007734.0
39729,0.0
155605,0.0
74000,3756526.0
71109,0.0
146975,0.0
160374,0.0
62620,0.0
137922,12450203.0
135286,0.0
84584,0.0
76704,0.0
88321,0.0
177904,4024850.0
143019,0.0
132766,3756526.0
50857,0.0
178934,0.0
178502,15884740.0
98646,6600754.0
24926,0.0
135803,0.0
62773,0.0
19878,0.0
134645,2522239.0
27211,0.0
165588,4937149.0
47394,0.0
140530,11484239.0
107655,0.0
70001,6278765.0
107813,3917520.0
88932,0.0
34914,16206729.0
63650,11001257.0
50871,0.0
103108,0.0
179425,28817926.0
155556,0.0
13797,0.0
37681,0.0
134238,0.0
35558,0.0
116264,0.0
100828,0.0
66011,0.0
106780,53664.0
140869,0.0
82626,0.0
44562,0.0
12407,0.0
115901,0.0
80710,43629376.0
117918,0.0
162393,0.0
153454,1073293.0
182919,1609940.0
158085,912299.0
142032,5903112.0
28467,0.0
152633,0.0
144039,45292979.0
42528,0.0
24891,0.0
123522,0.0
8600,0.0
115361,0.0
40712,0.0
11241,0.0
151668,0.0
167808,0.0
109909,2522239.0
169187,0.0
113879,0.0
20749,0.0
181229,0.0
145158,4722490.0
24171,0.0
102991,4454166.0
24920,0.0
134097,0.0
51266,0.0
49044,0.0
49384,0.0
7040,0.0
54453,0.0
86279,0.0
51395,0.0
182234,13899149.0
132814,60802069.0
333,0.0
83245,1663604.0
34472,0.0
74598,12289208.0
142448,0.0
22725,0.0
137910,17119029.0
106180,2951556.0
38997,0.0
178043,108241637.0
134337,0.0
115293,0.0
35384,0.0
52274,0.0
96614,0.0
39038,0.0
120075,0.0
177571,27798298.0
179495,24417424.0
79728,0.0
150308,0.0
171123,0.0
111602,11484239.0
163455,0.0
156251,536646.0
50524,0.0
169952,0.0
91613,0.0
82858,0.0
173751,224264657.0
4100,0.0
44301,0.0
73676,2039257.0
107332,25437052.0
25468,0.0
106679,5688454.0
168119,0.0
46345,0.0
50596,0.0
134896,1073293.0
100442,0.0
1380,56991878.0
94884,0.0
44626,0.0
159654,3327208.0
175963,965963.0
122454,0.0
143471,0.0
7563,0.0
89240,0.0
9235,0.0
15296,0.0
168496,0.0
110807,268323.0
31228,0.0
84111,0.0
40919,0.0
41311,0.0
164073,75184202.0
34993,0.0
58919,0.0
135694,0.0
110906,0.0
148596,141996710.0
76037,0.0
11799,0.0
25573,0.0
132388,10142621.0
176809,0.0
92022,4722490.0
60979,4722490.0
24059,0.0
6109,0.0
161877,0.0
30594,0.0
175097,0.0
148152,1019628.0
171638,0.0
66363,0.0
150319,0.0
89969,0.0
53080,0.0
42258,0.0
162128,0.0
82330,3595532.0
119381,0.0
175691,804970.0
20463,0.0
158990,0.0
46483,0.0
151640,0.0
40049,0.0
103368,0.0
59424,0.0
107839,0.0
137342,107328.0
127921,697640.0
36285,0.0
87783,0.0
45148,0.0
77742,0.0
113536,14060142.0
161086,0.0
153109,0.0
30872,0.0
176634,6869077.0
150286,0.0
127655,0.0
176017,0.0
110607,9069328.0
160622,0.0
119161,3702861.0
172650,0.0
136620,25973698.0
158754,0.0
118424,0.0
39135,0.0
80067,0.0
40889,0.0
46485,0.0
31641,0.0
107963,0.0
166108,11001256.0
84493,0.0
133343,0.0
93942,5903113.0
158198,55650260.0
127564,0.0
181279,253458236.0
21191,0.0
82495,0.0
77563,0.0
149166,34935696.0
105767,1824598.0
102907,0.0
47528,0.0
152648,0.0
54835,0.0
119030,4776155.0
56384,0.0
158379,0.0
84894,0.0
83441,0.0
84006,1609940.0
159785,0.0
144,0.0
44607,0.0
171551,21304872.0
56924,0.0
160833,5903113.0
49193,0.0
78739,0.0
47248,0.0
12514,0.0
16131,0.0
89892,0.0
174211,0.0
100044,71481338.0
105301,0.0
65579,0.0
80688,0.0
162319,321988.0
124599,2844227.0
50875,0.0
154864,21412202.0
55275,0.0
170169,14757782.0
25002,0.0
35511,0.0
36290,0.0
21756,0.0
164601,40946141.0
88595,0.0
38762,0.0
135462,28549602.0
76710,0.0
78687,0.0
94797,804970.0
56706,0.0
140013,0.0
151875,78082093.0
142367,0.0
33989,0.0
27314,9713304.0
110486,41321795.0
97161,0.0
149337,0.0
117422,19372944.0
81239,44219684.0
40940,0.0
50487,0.0
95151,82214274.0
42561,0.0
130636,111354185.0
75560,0.0
36628,0.0
14935,0.0
162050,28227614.0
18507,0.0
52488,0.0
52588,0.0
177858,0.0
71336,21412202.0
148371,0.0
153281,9766969.0
78917,1126958.0
177321,0.0
89033,0.0
154379,0.0
122257,53825660.0
140267,26188357.0
16609,0.0
25024,0.0
29892,0.0
12600,0.0
120280,9015663.0
50306,0.0
6743,0.0
70890,0.0
41575,0.0
112351,0.0
35240,0.0
133571,0.0
8540,0.0
41705,0.0
19570,2790562.0
106668,3756526.0
117165,697640.0
23884,0.0
166627,20285243.0
93509,3971185.0
86514,7835041.0
117900,8640011.0
75643,0.0
108828,0.0
83853,0.0
157068,0.0
169264,1663604.0
157516,0.0
135169,5366466.0
128244,0.0
128511,33218428.0
112615,0.0
132466,0.0
28399,0.0
40981,0.0
16861,0.0
132205,4668826.0
29537,0.0
113861,0.0
104382,0.0
176459,101533550.0
59545,0.0
54533,0.0
163728,0.0
79536,0.0
53620,0.0
132612,0.0
38143,0.0
91372,0.0
118538,0.0
89273,25866370.0
126137,37404277.0
7763,0.0
52409,0.0
2215,0.0
137089,0.0
104962,0.0
92831,0.0
88776,0.0
104454,0.0
14401,0.0
175571,4293173.0
88884,0.0
105559,0.0
86125,0.0
3462,34077063.0
80779,0.0
39376,0.0
107538,107329.0
144154,1019628.0
58386,0.0
39018,0.0
8754,0.0
84140,12289208.0
58818,0.0
111042,0.0
40067,0.0
62622,0.0
50166,0.0
30848,0.0
168947,12664861.0
68427,0.0
183848,0.0
177531,0.0
13691,0.0
150814,40141170.0
89672,0.0
182914,0.0
66176,0.0
75258,0.0
174328,2414910.0
133953,0.0
52144,0.0
39817,0.0
89371,0.0
139532,0.0
18068,0.0
113224,0.0
15712,0.0
9463,0.0
34214,0.0
161752,0.0
180397,0.0
126949,44649004.0
102448,4937149.0
49100,0.0
128297,0.0
164941,25276058.0
56740,0.0
103354,0.0
128199,6064107.0
152946,53664668.0
21827,0.0
147660,21680524.0
71167,0.0
35336,0.0
55424,0.0
151273,12181879.0
142028,12128215.0
116696,0.0
52968,0.0
44982,0.0
32508,0.0
80736,0.0
