,burned_area
33813,0.0
128052,0.0
122941,18621638.0
10618,0.0
14619,0.0
134504,6708083.0
159053,57796846.0
112438,0.0
114636,0.0
39108,0.0
115810,0.0
2844,0.0
57838,0.0
32002,0.0
33295,0.0
166525,0.0
130871,4883484.0
9373,0.0
22594,0.0
172920,0.0
141810,10088957.0
158212,0.0
126615,0.0
9598,0.0
62545,0.0
52323,0.0
99253,0.0
100994,643976.0
117550,6708083.0
55804,0.0
69127,0.0
46416,0.0
157585,0.0
39230,0.0
5852,0.0
56814,0.0
177785,0.0
61255,0.0
48783,1931928.0
20796,0.0
43426,0.0
7870,0.0
153343,0.0
114640,53664.0
14940,0.0
51520,0.0
83806,0.0
154291,29139913.0
121309,0.0
22977,0.0
42651,0.0
38306,0.0
94169,0.0
91458,0.0
165120,0.0
169201,0.0
112445,0.0
93508,28173949.0
17164,0.0
175305,0.0
71747,0.0
38641,0.0
121426,14757782.0
132640,0.0
56434,0.0
68521,0.0
57156,34452715.0
147920,0.0
22730,0.0
151415,0.0
81195,160994.0
146956,5205472.0
139776,0.0
112532,0.0
114803,22753818.0
159307,4024849.0
167103,2683233.0
63929,0.0
161816,0.0
128142,2092922.0
19059,0.0
20249,0.0
56969,0.0
82420,0.0
89631,0.0
151244,37028621.0
144898,3166215.0
179198,0.0
116567,0.0
24027,0.0
102884,22324502.0
77552,22646490.0
13644,0.0
2124,3756526.0
106271,1717269.0
11847,0.0
90660,0.0
10606,0.0
63785,0.0
31399,0.0
176529,0.0
1675,0.0
68071,21734190.0
147156,0.0
20779,24471086.0
50367,0.0
158225,965963.0
38767,0.0
52365,0.0
181776,0.0
4974,0.0
53884,0.0
116371,0.0
98160,0.0
99898,0.0
5915,1448945.0
13470,0.0
33936,0.0
144750,10088957.0
181097,3917520.0
56856,0.0
53389,0.0
35141,0.0
19768,0.0
10048,0.0
37630,0.0
1900,912299.0
28520,0.0
10644,0.0
142385,0.0
63904,0.0
11260,0.0
175773,1341616.0
106231,0.0
5255,0.0
145441,0.0
104489,0.0
114469,0.0
63450,0.0
41515,0.0
139147,0.0
143627,17333688.0
145684,0.0
98803,0.0
97795,1395281.0
102731,15562753.0
19985,0.0
20492,0.0
34736,0.0
154988,17494681.0
119831,13469830.0
59377,0.0
73190,1019628.0
102963,3434538.0
32471,0.0
160705,2844227.0
101698,0.0
165812,0.0
93750,0.0
147066,13845484.0
125406,46205278.0
112904,7191065.0
63945,0.0
86604,268323.0
154636,0.0
62910,0.0
136076,0.0
106454,0.0
165567,4346838.0
125258,0.0
137987,0.0
51874,0.0
183898,0.0
2228,0.0
84945,0.0
58275,0.0
121647,23719781.0
149641,224210974.0
149287,858634.0
103755,53664.0
170106,0.0
157717,0.0
24127,0.0
101384,11376909.0
3633,0.0
79069,0.0
50253,0.0
63351,0.0
137109,0.0
91945,0.0
100939,51196092.0
155296,858634.0
157531,0.0
154359,268323.0
180953,0.0
176376,0.0
16381,0.0
183680,0.0
170442,0.0
81378,0.0
58077,0.0
42615,0.0
68034,0.0
142805,24793075.0
183198,31876812.0
40360,0.0
15274,0.0
31121,0.0
109411,0.0
54081,0.0
34376,0.0
182603,0.0
78160,0.0
73478,0.0
173003,0.0
112728,0.0
16656,0.0
55836,0.0
83346,2092921.0
37871,0.0
128035,0.0
58061,0.0
124060,0.0
3674,3112550.0
168656,1287952.0
161329,0.0
62011,0.0
136825,2146586.0
176618,1502610.0
164752,1931928.0
75677,6439760.0
125734,0.0
152090,0.0
77840,0.0
75435,0.0
171113,0.0
180702,536646.0
60317,0.0
161568,20660896.0
158397,751305.0
25399,0.0
11671,0.0
85897,0.0
15601,214658.0
44058,0.0
114498,751305.0
35535,0.0
89247,321988.0
82885,3112550.0
35491,0.0
103862,912299.0
157695,0.0
176757,0.0
76063,0.0
124756,0.0
89723,0.0
13267,0.0
176833,0.0
61383,0.0
8832,0.0
104595,0.0
57947,0.0
40817,0.0
174353,46634596.0
71711,0.0
53889,0.0
82134,0.0
113674,25544381.0
47208,0.0
53754,0.0
63780,0.0
103678,0.0
15863,0.0
48502,0.0
111571,0.0
122391,53664.0
117396,0.0
180236,0.0
69895,0.0
24533,0.0
88342,0.0
145013,14704117.0
86429,0.0
38080,0.0
87809,0.0
166777,0.0
41377,0.0
102597,0.0
4467,0.0
107206,0.0
23876,0.0
124399,0.0
175598,0.0
18509,0.0
28796,0.0
80893,0.0
176495,0.0
72003,0.0
160529,0.0
60888,0.0
4368,0.0
183171,0.0
165702,0.0
132949,0.0
47695,0.0
95609,0.0
86507,375652.0
96229,0.0
69321,0.0
97899,0.0
52441,0.0
35167,0.0
38491,0.0
171188,26134692.0
161550,0.0
62516,0.0
10708,214658.0
104911,5259137.0
130490,0.0
122806,0.0
116262,0.0
11848,482982.0
165755,0.0
169804,0.0
16349,0.0
69408,0.0
115011,5527460.0
133583,0.0
93735,0.0
2705,0.0
161723,321988.0
41223,5420131.0
165057,32145136.0
176482,0.0
166611,18299651.0
26761,0.0
51532,0.0
1692,0.0
24862,0.0
156929,22163508.0
182019,204408720.0
178682,0.0
151423,0.0
69227,268323.0
490,268323.0
99484,0.0
70450,0.0
77276,0.0
86420,0.0
114666,0.0
101087,1448946.0
49806,0.0
176909,0.0
171555,23183135.0
129135,71374006.0
144147,21787855.0
42061,0.0
49355,0.0
76068,0.0
168739,0.0
101065,107329.0
93544,48942178.0
108869,0.0
695,0.0
52171,0.0
141040,98260008.0
35782,0.0
142773,37726262.0
132769,20875555.0
120629,5634790.0
70584,0.0
68503,0.0
1166,0.0
166554,0.0
114032,0.0
19617,0.0
56159,0.0
138714,31447494.0
79844,0.0
25572,0.0
40742,0.0
25297,0.0
21106,0.0
72465,0.0
96642,0.0
151173,80550668.0
180575,0.0
129625,34506380.0
109597,0.0
107503,0.0
59310,0.0
1827,9874298.0
13004,0.0
34034,0.0
40805,0.0
130070,11484238.0
149250,0.0
122246,32950105.0
90886,0.0
14857,0.0
184127,0.0
89106,0.0
111949,0.0
132269,0.0
107585,19641268.0
160434,0.0
118143,19426608.0
51252,0.0
56990,0.0
51295,0.0
110773,0.0
39492,0.0
156668,0.0
13032,0.0
154347,2414910.0
12642,0.0
121294,0.0
76622,0.0
130235,10947591.0
80735,0.0
67545,0.0
45506,0.0
126841,0.0
126447,11215915.0
104607,0.0
141152,38262908.0
122570,0.0
150659,35096690.0
47256,0.0
145907,8586346.0
50245,0.0
1930,2039257.0
54676,0.0
97140,0.0
25341,0.0
27466,0.0
67106,0.0
1525,0.0
28934,0.0
73084,0.0
60378,965963.0
19761,0.0
180490,0.0
167240,5366466.0
134256,0.0
104908,0.0
115628,0.0
49918,0.0
68233,0.0
40234,0.0
6426,0.0
155693,3058886.0
104155,0.0
1862,0.0
118227,4400502.0
87591,751305.0
100410,0.0
139219,0.0
25928,0.0
40487,0.0
36574,0.0
104458,0.0
69137,0.0
43598,0.0
5903,0.0
68621,0.0
47762,0.0
130038,75398858.0
176386,0.0
33607,0.0
153093,12503867.0
140640,227699182.0
153731,0.0
17053,0.0
124962,0.0
56043,0.0
19218,0.0
156563,0.0
153465,0.0
161974,321987.0
17969,0.0
176702,0.0
97850,0.0
92296,536646.0
180904,0.0
75491,7566718.0
144697,51840070.0
5363,0.0
84157,0.0
42123,0.0
18495,0.0
67611,0.0
160453,0.0
35552,0.0
4035,0.0
178637,2092922.0
140584,4346837.0
76113,0.0
74476,0.0
45280,0.0
122120,47171241.0
27704,0.0
95073,13201507.0
1019,321988.0
112119,33862404.0
150217,16528717.0
116897,2200251.0
163107,9927962.0
45894,0.0
147099,0.0
161344,0.0
139104,0.0
104228,2683233.0
523,0.0
65628,0.0
78075,804970.0
98461,0.0
82599,0.0
59597,0.0
120341,1180622.0
10188,0.0
164336,0.0
112534,0.0
19150,0.0
127417,0.0
139021,0.0
159004,1180622.0
49609,0.0
42539,0.0
116786,13469831.0
169092,49693480.0
86874,751305.0
150027,0.0
181256,1395281.0
40578,0.0
108057,0.0
53507,0.0
17919,0.0
119731,0.0
66238,0.0
150446,0.0
166571,0.0
88222,0.0
77327,0.0
154719,0.0
138011,1824598.0
45274,0.0
168945,0.0
45142,1126958.0
124014,1019628.0
103847,24310095.0
24188,0.0
108739,0.0
115816,0.0
129643,59728774.0
155940,55650259.0
7112,0.0
177028,0.0
133419,0.0
16216,0.0
38726,0.0
160008,0.0
54559,0.0
182700,0.0
24973,0.0
170981,28549604.0
156278,29408237.0
10850,0.0
127060,5473795.0
161461,26349351.0
181744,0.0
166755,160994.0
172957,53396344.0
43045,0.0
164869,0.0
100281,0.0
53825,0.0
88878,0.0
42267,0.0
71239,0.0
145470,0.0
174575,0.0
59944,0.0
163087,5473796.0
98832,375652.0
78266,0.0
105456,1502610.0
173844,0.0
169003,0.0
130021,15723747.0
159108,0.0
152670,0.0
153920,41965770.0
3221,0.0
1171,0.0
102247,0.0
148357,2361245.0
48471,0.0
176775,1824598.0
47829,0.0
17154,0.0
109483,0.0
116022,0.0
23060,0.0
111238,0.0
69163,0.0
21523,0.0
89470,0.0
32166,0.0
86057,0.0
6478,0.0
8700,0.0
5646,0.0
23773,0.0
143676,0.0
53582,0.0
143370,0.0
15288,0.0
135841,0.0
111629,0.0
92815,0.0
39037,0.0
153562,0.0
27686,0.0
88319,6225101.0
39623,0.0
73625,0.0
14471,107329.0
151581,0.0
46466,0.0
176986,0.0
82231,0.0
73162,0.0
95290,0.0
164399,10035292.0
143628,3219880.0
57180,0.0
26632,0.0
122281,2253916.0
51802,0.0
74733,0.0
36576,0.0
74238,268323.0
57052,0.0
171203,38101910.0
33730,0.0
178153,0.0
49285,0.0
118155,22914812.0
99820,0.0
171182,146987520.0
151172,54523301.0
112924,8103364.0
10335,0.0
15313,0.0
99814,0.0
109774,375652.0
133003,0.0
145706,4239508.0
39079,0.0
7632,1556275.0
50811,0.0
161618,34238056.0
156940,12181878.0
153882,3756526.0
181069,16582381.0
113509,0.0
33473,0.0
28789,0.0
40839,0.0
8988,0.0
172377,0.0
147585,53879326.0
56931,0.0
151163,3434538.0
143198,245730520.0
56470,0.0
114117,0.0
61923,0.0
166815,0.0
101341,0.0
130352,0.0
35213,0.0
113245,0.0
133440,0.0
11072,0.0
105195,1073293.0
1493,41160799.0
49168,0.0
151471,0.0
107024,0.0
12020,0.0
104557,2307580.0
18721,0.0
130635,55811256.0
151702,0.0
27137,0.0
153214,2039257.0
92113,0.0
48876,4400502.0
29341,0.0
38045,0.0
87871,0.0
142438,0.0
60203,0.0
118432,0.0
4077,53932992.0
172686,1609940.0
163976,0.0
14610,0.0
57090,0.0
28096,0.0
51626,0.0
77336,0.0
58072,0.0
157901,0.0
5145,4668825.0
55185,0.0
141752,2522239.0
67382,1556275.0
48525,0.0
107743,10196286.0
32080,0.0
116247,0.0
73835,0.0
54143,0.0
991,0.0
170575,89190680.0
81379,0.0
119725,12450202.0
18315,1073293.0
18954,0.0
30260,0.0
120776,8264358.0
159820,0.0
155044,48083544.0
20507,0.0
155499,0.0
85147,0.0
94495,0.0
156960,0.0
26752,0.0
171497,0.0
27720,0.0
139255,0.0
173932,0.0
58335,0.0
84559,0.0
41391,0.0
9296,0.0
166527,0.0
118191,0.0
18587,0.0
139205,0.0
55274,0.0
95452,0.0
99095,321988.0
33070,0.0
89911,0.0
35015,0.0
154355,7566717.0
162661,4722490.0
66460,0.0
38775,0.0
83517,0.0
85786,0.0
175479,80067690.0
158965,0.0
110366,0.0
151230,0.0
68596,0.0
110315,0.0
99917,0.0
145697,13201507.0
167681,0.0
71143,0.0
101981,7513053.0
71921,0.0
159390,0.0
74720,0.0
112738,0.0
79106,0.0
17596,0.0
133075,45668632.0
115220,2790562.0
121603,0.0
122434,7888705.0
167191,0.0
26194,0.0
63757,0.0
163789,2307580.0
9763,3219879.0
170487,0.0
58950,0.0
40777,0.0
42157,0.0
157982,83019242.0
163397,17333687.0
121991,0.0
146852,10786598.0
21180,0.0
159231,4507831.0
110396,0.0
157654,0.0
135784,0.0
48761,0.0
178226,3058886.0
98054,0.0
174512,3166215.0
65919,0.0
113434,0.0
43697,0.0
22915,0.0
128264,590311.0
182216,0.0
107015,0.0
57071,0.0
99033,0.0
64425,0.0
131814,0.0
22702,107329.0
49481,0.0
20171,0.0
38876,0.0
89035,0.0
55273,0.0
106166,0.0
85669,0.0
49710,0.0
128559,0.0
142477,0.0
175125,53664.0
18024,0.0
10092,0.0
112112,39980176.0
97343,0.0
182951,268323.0
118979,38745890.0
119487,0.0
36730,0.0
144074,0.0
127898,0.0
7397,0.0
83506,0.0
41077,0.0
134401,86453777.0
173541,0.0
134621,10303615.0
183364,4078514.0
166694,0.0
5809,0.0
114973,0.0
129813,0.0
88150,0.0
32446,0.0
55924,0.0
117546,10303615.0
29401,0.0
16860,0.0
43477,0.0
36535,0.0
7796,0.0
47516,0.0
64787,0.0
139211,0.0
74017,0.0
54874,0.0
87027,0.0
78501,0.0
29512,0.0
112139,13899148.0
111942,0.0
65399,0.0
66378,0.0
26591,0.0
69450,0.0
130300,96006088.0
157764,0.0
4469,0.0
88573,0.0
84619,965963.0
64549,0.0
75436,0.0
70861,1287952.0
139154,0.0
39689,0.0
30611,0.0
104701,26617675.0
91197,3488203.0
150531,0.0
9026,0.0
72764,0.0
143454,0.0
37802,0.0
163243,0.0
37244,0.0
177753,0.0
29562,0.0
115312,0.0
76786,0.0
151348,0.0
163959,5688454.0
134557,0.0
86558,83877878.0
88831,0.0
167052,48190870.0
124416,0.0
170605,58923804.0
102615,0.0
15912,0.0
62913,0.0
83279,429317.0
86983,0.0
109498,0.0
144768,20177914.0
15460,0.0
158722,0.0
132142,1234287.0
18648,0.0
175404,0.0
88391,0.0
43684,0.0
89859,0.0
80871,0.0
156421,52806031.0
37766,0.0
82661,0.0
155580,1824598.0
78654,0.0
66925,0.0
108785,0.0
131876,75506183.0
133836,0.0
154435,107328.0
89669,0.0
96813,4239508.0
181236,47922548.0
9860,2253915.0
54474,0.0
123996,0.0
102287,5420131.0
9188,0.0
1251,2039257.0
26116,0.0
37017,0.0
126017,0.0
136591,14274800.0
23474,0.0
3392,0.0
178480,0.0
77910,0.0
35410,0.0
1671,0.0
31438,0.0
7528,0.0
31893,0.0
148895,11376909.0
101493,0.0
2353,0.0
146435,0.0
44455,0.0
174693,0.0
27517,0.0
48903,0.0
28458,0.0
34453,0.0
118513,0.0
75540,0.0
90661,0.0
22465,0.0
39997,0.0
92947,0.0
132943,11162251.0
12724,0.0
121917,2683233.0
96371,5742118.0
40473,0.0
40191,0.0
122555,0.0
9518,1663604.0
155572,0.0
37466,0.0
142507,0.0
99641,214658.0
5359,0.0
90,0.0
95019,8747340.0
85114,1985592.0
135563,0.0
38292,0.0
40424,4722490.0
87069,0.0
9660,0.0
35404,0.0
73816,0.0
60562,0.0
180227,1985592.0
69281,0.0
129879,0.0
57385,0.0
84327,0.0
148830,429317.0
52654,0.0
120349,0.0
62905,1126958.0
26731,0.0
85616,0.0
170406,0.0
30143,0.0
34420,0.0
109245,6386094.0
46866,10249950.0
157576,0.0
121833,0.0
177358,0.0
139019,0.0
3408,0.0
20527,0.0
77824,0.0
92804,0.0
78750,0.0
148102,0.0
157917,66061206.0
159190,2146586.0
130028,46419935.0
121346,10893927.0
40922,0.0
108430,12289208.0
58145,0.0
152749,0.0
22630,0.0
48701,0.0
143234,3434538.0
9783,858634.0
34400,0.0
26984,0.0
12532,0.0
19483,0.0
5561,0.0
69362,2307580.0
153270,27476309.0
100083,0.0
109488,0.0
20083,0.0
162933,25222392.0
128736,0.0
101865,0.0
128960,2683233.0
128075,0.0
67366,0.0
172818,0.0
82499,0.0
76845,0.0
63682,0.0
18977,0.0
112838,6600753.0
114442,0.0
142966,6922742.0
21981,0.0
85397,2200251.0
148959,0.0
79268,6708083.0
113924,0.0
93419,0.0
40415,0.0
27010,0.0
151267,11323244.0
125960,0.0
117511,1073293.0
103776,0.0
73976,61231387.0
28628,0.0
12643,1556275.0
4065,13362500.0
5771,0.0
177751,0.0
126274,11001256.0
184030,122570103.0
48828,5259137.0
179472,0.0
166174,0.0
136306,0.0
108857,0.0
21704,0.0
71761,0.0
82411,0.0
143069,10518274.0
39111,0.0
104318,76794132.0
123965,53664.0
110422,2629568.0
25354,0.0
146202,0.0
5767,0.0
103867,0.0
32440,0.0
166949,0.0
6766,0.0
53562,0.0
44970,0.0
120319,268323.0
83472,2575904.0
30492,0.0
30958,0.0
115422,0.0
62265,8210693.0
1713,0.0
28650,0.0
158234,321988.0
88551,0.0
67734,0.0
40523,4132179.0
91783,0.0
16904,0.0
70920,0.0
40497,1341616.0
70224,0.0
2726,0.0
117384,0.0
59708,9927963.0
154003,0.0
76365,4132179.0
133365,0.0
163011,6815412.0
11647,0.0
58907,0.0
53011,0.0
22476,0.0
66660,27154322.0
145968,858634.0
64483,0.0
74925,0.0
138337,0.0
82854,0.0
32444,0.0
154735,0.0
142577,0.0
28815,0.0
17887,0.0
84282,0.0
105059,0.0
36795,5634790.0
83289,0.0
63730,0.0
117330,1609940.0
60247,0.0
33195,0.0
173365,0.0
120208,0.0
127442,0.0
87537,0.0
84352,1931928.0
30707,0.0
8788,0.0
55549,0.0
164965,0.0
181151,0.0
46469,0.0
96903,4776155.0
120890,0.0
107526,34774704.0
35073,0.0
181664,0.0
60731,0.0
124054,0.0
179412,0.0
66275,0.0
48229,0.0
50170,0.0
53966,0.0
31470,0.0
21297,0.0
117203,7835041.0
19543,697640.0
3022,0.0
56429,0.0
32211,0.0
108634,0.0
8887,0.0
56830,0.0
28242,0.0
10425,0.0
84188,1878263.0
135912,15938406.0
70266,0.0
83140,3166215.0
80504,0.0
155144,0.0
6692,0.0
152323,912299.0
40900,0.0
41286,0.0
105206,0.0
116650,0.0
73427,0.0
19212,0.0
109732,3219880.0
144808,0.0
1981,75720844.0
133092,11537903.0
10143,0.0
68186,0.0
144007,11215915.0
38530,0.0
13405,0.0
128530,16689711.0
64574,0.0
78516,0.0
20870,0.0
172647,0.0
140218,40409494.0
79,0.0
146032,590311.0
115616,0.0
830,0.0
75178,0.0
178327,0.0
53610,0.0
57638,0.0
145321,0.0
46193,20499904.0
177049,0.0
78144,53664.0
68019,0.0
51475,0.0
180374,52376718.0
48859,0.0
13145,0.0
107194,2414910.0
20747,14918777.0
157742,0.0
100670,0.0
133239,1502610.0
155953,9230322.0
12016,0.0
88511,0.0
39930,0.0
150103,20553568.0
123290,0.0
145224,0.0
158511,0.0
129589,0.0
43695,107329.0
125943,0.0
13948,0.0
116095,18353316.0
60296,0.0
153063,0.0
124044,0.0
167,0.0
151189,52376716.0
98129,28442274.0
121513,6654418.0
66382,0.0
122568,0.0
68686,3112550.0
96031,6064107.0
58063,0.0
155503,0.0
107424,5044478.0
136298,0.0
53063,0.0
26302,0.0
63526,0.0
106778,0.0
49331,0.0
36341,0.0
117619,0.0
183303,136469250.0
131126,0.0
20632,0.0
89674,0.0
182210,16743376.0
17419,0.0
167890,3166215.0
37552,0.0
8682,0.0
140844,0.0
93957,0.0
129192,7835041.0
103155,3863856.0
71077,0.0
116090,4722490.0
35140,0.0
53552,0.0
63675,0.0
86002,0.0
92762,0.0
162681,0.0
3103,2468573.0
85722,11859890.0
158739,0.0
176972,0.0
119356,0.0
159864,0.0
140004,0.0
98386,0.0
108028,0.0
136161,9015664.0
23024,0.0
102567,0.0
43106,0.0
164369,0.0
20720,0.0
36273,0.0
179806,0.0
116172,62465672.0
113095,0.0
173675,0.0
98108,34828370.0
155662,0.0
127642,536646.0
162463,0.0
52402,0.0
175608,0.0
177989,0.0
159091,34882033.0
123062,11591567.0
94770,0.0
71592,0.0
1242,0.0
47268,0.0
77403,4615161.0
60523,0.0
19035,0.0
83215,0.0
177774,0.0
148582,74915874.0
83842,0.0
163294,321988.0
30132,0.0
12698,0.0
9169,4561496.0
81413,4937149.0
100749,0.0
55187,0.0
143289,912299.0
182588,236822178.0
25340,0.0
104244,0.0
116268,1556275.0
180241,107329.0
95579,4937149.0
172129,1663604.0
12111,0.0
81013,0.0
25853,0.0
1329,0.0
48641,0.0
134858,3595532.0
93416,0.0
175233,0.0
38601,0.0
36793,0.0
32919,0.0
151195,33701410.0
49925,0.0
95770,0.0
105175,0.0
150129,0.0
30965,0.0
116100,11484238.0
173763,332237968.0
108324,8103364.0
129150,804970.0
183251,0.0
95824,0.0
37832,0.0
120113,0.0
101396,0.0
41672,0.0
24748,0.0
163978,10410945.0
67906,0.0
68957,0.0
17117,0.0
49575,0.0
62442,0.0
146088,804970.0
142566,0.0
114784,35365015.0
129379,10464609.0
19452,0.0
21411,0.0
25925,0.0
167318,0.0
24390,0.0
106765,0.0
18022,0.0
19082,0.0
183281,0.0
103162,751305.0
106419,0.0
130068,18138657.0
42292,0.0
79025,0.0
138857,0.0
70574,0.0
113203,0.0
177992,1395281.0
28588,0.0
130612,0.0
133112,0.0
68321,5956778.0
70334,0.0
183802,0.0
125075,9176658.0
117303,0.0
177680,0.0
111123,0.0
39723,0.0
51142,0.0
140087,0.0
111981,0.0
22796,0.0
18586,0.0
49822,0.0
36044,0.0
78474,0.0
150205,4561496.0
179871,0.0
25256,0.0
183972,536646.0
135444,11269579.0
167852,23236800.0
171613,11913556.0
19274,0.0
129118,28871590.0
15478,0.0
175756,0.0
172036,268323.0
74379,0.0
107128,0.0
139410,83180236.0
145783,1985592.0
111725,0.0
165336,0.0
99387,0.0
175303,0.0
86336,0.0
141163,0.0
6833,0.0
167812,0.0
74096,0.0
106051,0.0
94288,12718526.0
76165,0.0
48914,0.0
27550,0.0
111310,81838614.0
41859,0.0
39393,0.0
116463,0.0
90884,0.0
65134,0.0
153277,77062466.0
29004,0.0
152506,0.0
5381,0.0
77683,0.0
161585,37296943.0
38282,0.0
180665,22968478.0
102213,590311.0
181845,0.0
60439,0.0
179246,0.0
80023,0.0
68065,0.0
51869,0.0
62115,0.0
48432,0.0
15264,0.0
94893,0.0
176975,0.0
160583,697640.0
23983,0.0
125854,0.0
177368,0.0
141496,0.0
180633,64880584.0
152168,0.0
121722,0.0
116759,13255172.0
90961,0.0
95317,0.0
183429,215409980.0
34519,0.0
131786,0.0
29133,0.0
169889,32574452.0
57299,6386095.0
99328,0.0
47550,858634.0
117294,0.0
103696,0.0
32694,0.0
51140,0.0
105971,751305.0
22180,0.0
173590,0.0
15294,0.0
133410,0.0
32521,0.0
42885,0.0
127774,72286306.0
80371,0.0
153925,52001064.0
5089,0.0
47867,0.0
38273,0.0
41888,0.0
73442,0.0
79204,0.0
78302,0.0
181870,0.0
117695,1019628.0
379,0.0
46180,0.0
59196,0.0
162034,590311.0
55234,0.0
93360,0.0
15961,0.0
145572,5259136.0
92453,0.0
100370,0.0
20289,0.0
167203,5205472.0
99374,0.0
181457,0.0
26652,0.0
96174,0.0
49701,0.0
7372,0.0
181794,0.0
65693,0.0
143851,15240765.0
25999,0.0
40716,0.0
113046,0.0
114056,0.0
172300,0.0
170394,751305.0
87634,0.0
44352,0.0
175151,0.0
179947,0.0
84911,0.0
50329,0.0
33962,0.0
172618,0.0
33409,0.0
6341,0.0
114718,0.0
39032,0.0
21280,0.0
55857,0.0
159784,0.0
162618,2736898.0
143782,0.0
154164,0.0
123889,107329.0
48557,0.0
79394,0.0
158863,0.0
35823,0.0
4713,1126958.0
66578,751305.0
72564,0.0
155614,0.0
794,0.0
95733,0.0
167288,25329722.0
68941,0.0
180703,20285244.0
19342,0.0
2744,0.0
47822,0.0
145308,0.0
180637,30588860.0
58163,0.0
51728,0.0
145154,48834848.0
39217,0.0
62140,0.0
110522,33379423.0
140557,3219880.0
69609,0.0
50878,0.0
63554,0.0
59233,0.0
157051,0.0
54589,0.0
163685,0.0
172291,0.0
16054,0.0
18341,0.0
123282,0.0
36359,0.0
40398,0.0
16121,0.0
83999,0.0
40146,0.0
56330,0.0
105797,0.0
136508,2253916.0
124952,0.0
124117,0.0
90145,20070585.0
70824,0.0
6876,0.0
2575,375652.0
90143,91229934.0
70085,0.0
168534,0.0
84413,1287952.0
53418,0.0
183240,0.0
111616,0.0
177206,0.0
136889,3219880.0
125445,21358536.0
105974,13416166.0
29429,0.0
21188,0.0
106189,0.0
130739,214658.0
158826,0.0
73713,0.0
136879,0.0
84660,0.0
72350,0.0
29435,536646.0
60992,107329.0
96779,0.0
156791,0.0
165200,19211952.0
40629,0.0
146436,0.0
94722,0.0
35432,0.0
67838,0.0
28882,912299.0
43821,0.0
153346,20553567.0
16320,0.0
8893,160994.0
149098,0.0
60326,0.0
74724,1073293.0
178647,0.0
55802,0.0
181958,2361245.0
126790,643976.0
148150,0.0
110762,6761748.0
165425,0.0
70684,0.0
113897,0.0
166890,0.0
134833,16421387.0
119204,0.0
53486,0.0
77443,0.0
176458,0.0
87974,0.0
26671,0.0
104322,0.0
16601,0.0
42093,0.0
67206,321988.0
175234,0.0
21334,0.0
81693,0.0
142067,10947592.0
172484,67724812.0
155228,0.0
71698,0.0
145223,0.0
73113,0.0
124951,0.0
104688,0.0
21588,0.0
139408,4239508.0
78333,643976.0
131434,2414910.0
58880,0.0
107923,0.0
1928,0.0
16405,0.0
84885,0.0
125110,0.0
48666,0.0
21,0.0
17981,0.0
84136,697640.0
4629,0.0
43192,0.0
57921,0.0
22531,0.0
65414,0.0
110643,29622896.0
142970,0.0
168115,0.0
105367,0.0
78839,0.0
177587,3112550.0
108266,2522238.0
163528,6278766.0
17142,0.0
125522,26456681.0
93163,7835041.0
20920,0.0
22230,3273544.0
105266,0.0
129086,0.0
102714,8157028.0
130472,2414910.0
114984,25276058.0
161959,7137400.0
155324,7620382.0
158045,268323.0
66048,0.0
123357,0.0
147382,0.0
53793,0.0
61744,0.0
179229,3380874.0
40421,3434538.0
178286,2146586.0
129130,3112550.0
123896,6493424.0
19833,0.0
144317,0.0
28044,0.0
42306,0.0
30044,0.0
146233,0.0
159939,0.0
46579,0.0
28362,0.0
168420,0.0
86739,0.0
83242,0.0
121549,12450202.0
37777,0.0
35605,160994.0
103866,0.0
87665,0.0
81263,0.0
159453,0.0
150554,0.0
149824,17441016.0
130699,0.0
21229,0.0
135060,0.0
72531,0.0
150430,0.0
41271,0.0
21995,0.0
111808,0.0
27269,0.0
103908,482982.0
73597,0.0
115060,2414910.0
65504,0.0
162551,19426609.0
177722,0.0
153013,11108585.0
149094,8908333.0
16836,0.0
117746,0.0
151502,0.0
137271,4239508.0
37328,0.0
94836,0.0
171559,0.0
29542,0.0
159868,0.0
8878,0.0
45590,0.0
174224,69442080.0
56824,0.0
122687,0.0
58782,0.0
124885,0.0
115678,0.0
123137,23880776.0
141464,0.0
121335,804970.0
10858,0.0
59984,0.0
150500,0.0
176360,0.0
161075,0.0
73254,0.0
81160,8425352.0
103189,9766969.0
153843,47600557.0
159274,2146586.0
109313,0.0
52998,0.0
127007,2629568.0
119880,0.0
37675,0.0
58626,0.0
132725,51249761.0
25903,0.0
48219,0.0
14224,0.0
127097,0.0
170737,7674047.0
16669,0.0
14790,751305.0
111666,0.0
97546,0.0
65173,0.0
169983,0.0
129780,0.0
32487,0.0
138948,0.0
34452,0.0
104716,5420131.0
168178,132927384.0
6657,0.0
104866,10035292.0
114478,4561496.0
97423,0.0
54961,0.0
143348,0.0
33413,0.0
133901,23773448.0
20465,0.0
13990,0.0
76097,0.0
120739,0.0
114828,43253720.0
174489,1931928.0
55586,1770934.0
459,0.0
128879,0.0
122213,5312801.0
13715,0.0
38218,0.0
96252,0.0
150094,28388608.0
100697,0.0
58212,0.0
44979,0.0
85167,0.0
64951,0.0
125898,0.0
61841,0.0
76306,0.0
152977,0.0
66531,0.0
140891,0.0
130059,3649197.0
136542,16045735.0
107759,0.0
43752,0.0
16873,0.0
46326,0.0
30499,0.0
122651,0.0
153704,0.0
30209,0.0
142416,0.0
2081,804970.0
49734,0.0
30874,0.0
